symbol,timestamp,event_type,meta,price_change_5m,volume_spike_5m,price_change_15m,volume_spike_15m,heat_index,macd_bullish_5m,macd_bullish_15m,rsi_15m,rsi_5m,alert_sent,alert_type,rejected,signal_score,context,hour,meta_reason,meta_gain,meta_drop,momentum_hour
BTCUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.02238786925483005,0.6115123081270628,-0.02586784893174874,0.2291130826603328,0.2,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'rising', 'time_of_day_utc': 7}",7,,,,7
ETHUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.1502876682779862,1.6289962636228392,0.1502876682779862,0.5631363056210485,2.3,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
SOLUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.08684667614084908,1.010573455356098,0.06316121901152558,0.26701191223700976,0.5,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'rising', 'time_of_day_utc': 7}",7,,,,7
WIFUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.0,1.4930180864170162,0.0,0.4213613257782676,1.0,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
SUIUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.095363849765264,1.1278643150861989,0.1026995305164369,0.2885085536424786,1.0,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
WLFIUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.3328894806924104,2.6169778780790827,-0.3994673768308851,0.7880063990603425,5.8,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'rising', 'time_of_day_utc': 7}",7,,,,7
AVNTUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
XPLUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.0,6.4502702325858055,0.05482456140350273,0.5692592714338948,11.1,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
KAITOUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
TUTUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
TAUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
ALCHUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.26979055733048735,0.6388424505936912,-0.2839900603478959,0.14546041918740754,1.9,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'rising', 'time_of_day_utc': 7}",7,,,,7
MELANIAUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
ESPORTSUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
ZORAUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
SQDUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.8346652459598619,1.454871464349888,0.9234594210619778,0.30929758885069947,7.1,False,True,52.76944347560789,59.652444748463445,False,,,6.0,"{'rsi_band_15m': 'mid', 'macd_alignment': '15m_only', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
SAPIENUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
SOONUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
RESOLVUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.6720045753502977,3.46852260883092,-0.6863025450386162,0.8189447288583459,9.7,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'rising', 'time_of_day_utc': 7}",7,,,,7
LABUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
ICNTUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
MAVIAUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
AIXBTUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
AKTUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
HYPEUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.340389665121407,3.456048184421668,0.3468732777903826,0.796556157302048,7.3,False,False,47.97085842182109,63.7223233267698,False,,,6.0,"{'rsi_band_15m': 'mid', 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
COTIUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
PARTIUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,60.14551163951025,,False,,['rsi_above_ceiling'],,"{'rsi_band_15m': 'high', 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
BEATUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.8066250806625147,2.1688914112975968,0.8066250806625147,0.5168695330547389,8.0,True,False,45.39859612312192,56.13689859567394,False,,,7.0,"{'rsi_band_15m': 'mid', 'macd_alignment': '5m_only', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
TURTLEUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
SLERFUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.0,1.0,0.0,1.0,0.0,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
CLOUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
FHEUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
ZKUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
MINAUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
ALTUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
SCRUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
STRKUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.25380710659898026,1.2900502551081947,0.25380710659898026,0.4083777760640167,2.4,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
LIGHTUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.8807772632343632,0.725746496314735,-0.8807772632343632,0.22614888053119497,6.2,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
MLNUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
METUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.033818058843437436,2.3133012523432046,-0.033818058843437436,0.6921841271183519,2.9,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
TAKEUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
CROSSUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
PIPPINUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.34052986446911426,1.504153429135696,0.4290676292310968,0.4108481010590135,3.7,False,False,46.975035537138176,51.315789894341926,False,,,3.0,"{'rsi_band_15m': 'mid', 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
DMCUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
TOWNSUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
XPINUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
INUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
ZORAUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
AI16ZUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.0,1.0,0.0,1.0,0.0,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
AIOTUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
COMMONUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
ATUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.22087244616234755,1.6748192049019228,-0.3865267807841006,0.4738471159886281,3.6,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'rising', 'time_of_day_utc': 7}",7,,,,7
HIPPOUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
ORDIUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
XANUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
TNSRUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.1572776665713454,1.6586423094467313,-0.05004289390907528,0.3670424339508866,2.0,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'rising', 'time_of_day_utc': 7}",7,,,,7
ICPUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.30743432084962763,1.5129984092610163,-0.30743432084962763,0.5410218946624729,3.2,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
FLMUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
B2USDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
DASHUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.0420079815164947,1.0440684149095338,0.021003990758239888,0.3022886286751574,0.3,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'rising', 'time_of_day_utc': 7}",7,,,,7
ZENUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.05330490405118103,4.339684898351676,-0.010660980810247571,1.181047880029605,7.4,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
SKYAIUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
SNXUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
1000RATSUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
KAVAUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
ARCUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.27520640480360015,1.5384819517555173,0.27520640480360015,0.421985218815314,3.0,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
CHILLGUYUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
BANANAS31USDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.783085356303839,3.557455842595156,-0.7308796658835878,0.7438672764104368,10.4,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
FORMUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
FILUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.0,6.301483052269444e-05,0.2070393374741126,0.31362736080154424,0.8,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
PROMPTUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
FFUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.03829583532790653,0.2660537564259592,0.019157088122597934,0.37168305503979515,0.2,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
BASUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
DIAUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
MYROUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
MEUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
UBUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
VANAUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
ENSOUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
AKEUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
PORT3USDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.0,1.0,0.0,1.0,0.0,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
XANUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
MAGICUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
RECALLUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
TAOUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.06330292310557287,0.7530266121271324,-0.026071734515249426,1.182763344417121,0.8,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
FARTCOINUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.22115739034279008,0.08831915859117104,-0.5145167217934628,0.3217183232198128,2.7,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'rising', 'time_of_day_utc': 7}",7,,,,7
XRPUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.034256631105028135,0.07953259780203342,0.08327210384521357,0.6620942946385983,0.4,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
JELLYJELLYUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
DOGEUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.0072891610175539355,0.19137836605504754,0.13137727173200023,0.5723786570417948,0.5,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
1000PEPEUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.05775339301183042,0.06593419683054405,0.06264154580061128,0.5062802063405522,0.4,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
ADAUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.02610966057440966,0.059518545249254914,0.10452051215051254,0.35142222564045694,0.5,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
PENGUUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.08285004142501375,0.24089993929982775,0.16611295681063526,0.8305995213327757,0.9,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
1000BONKUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},0.10367469185578075,1.520097595115043,0.12675731735423593,1.314577422146701,2.8,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
BLESSUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
BELUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
HANAUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
EVAAUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
AUCTIONUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
BIOUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
GIGGLEUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.052110474205317246,0.13611456982973472,0.6822953114065791,0.4977602675040082,2.9,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
DEGOUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
PUMPBTCUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
DOODUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
EDENUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},,,,,,,,,,False,,['low_24h_volume'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'steady', 'time_of_day_utc': 7}",7,,,,7
TRXUSDT,2025-12-01 07:32:59.746336+00:00,generic,{},-0.02171631257012722,0.07289908348230086,-0.01085933540868385,0.34839424690335247,0.1,,,,,False,,['below_heat_price_min'],,"{'rsi_band_15m': None, 'macd_alignment': 'none', 'heat_trend': 'falling', 'time_of_day_utc': 7}",7,,,,7
